序号,大类,分类,小类,意思,词类,单词,重复,有道音,解释,参考,例句,英文释义,关键字,有道义
12250,动物,动物,动物,1,n.,leopard,,en ['lepəd] us ['lɛpɚd],美洲豹,,,"(noun) Panthera pardus, a large wild cat with a spotted coat native to Africa and Asia, especially the male of the species (in contrast to leopardess).",,n. 豹；美洲豹
23653,动物,动物,动物,1,n.,lynx,,en [lɪŋks] us [lɪŋks],猞猁,,,"(noun) Any of several medium-sized wild cats, mostly of the genus Lynx.",,n. 猞猁；山猫
11018,动物,动物,动物,1,n.,mare,,en [meə] us [mɛr],母马；母驴,,,(noun) An adult female horse.,,"n. 母马；母驴；月球表面阴暗部
n. (Mare)人名；(意、芬、罗、波、塞)马蕾 (女名)，马雷；(俄)玛勒；(英)梅尔"
11786,动物,动物,动物,1,n.,microorganism,,"en [maɪkrəʊ'ɔːg(ə)nɪz(ə)m] us [,maɪkro'ɔrgən,ɪzəm]",微生物,,,"(noun) An organism that is too small to be seen by the unaided eye, especially a single-celled organism, such as a bacterium.",,n. [微] 微生物；微小动植物
17159,动物,动物,动物,1,n.,mink,,en [mɪŋk] us [mɪŋk],貂；貂皮衣,,,"(noun) (plural mink or minks) Any of various semi-aquatic, carnivorous mammals in the Mustelinae subfamily, similar to weasels, with dark fur, native to Europe and America, of which two species in different genera are extant: the American mink (Neovison vison) and the European mink (Mustela lutreola).",,"n. 貂；貂皮衣
adj. 豪华的；富裕的
n. (Mink)人名；(英、西、匈、捷)明克"
23596,动物,动物,动物,1,n.,mollusk,,en ['mɒləsk] us [ 'mɔləsk ],软体动物,,,"(noun) A soft-bodied invertebrate of the phylum Mollusca, typically with a hard shell of one or more pieces.",,n. （美）[无脊椎] 软体动物
26571,动物,动物,动物,1,n.,opossum,,,负鼠,,,(noun) Any American marsupial of the family Didelphidae. The common species of the United States is Didelphis virginiana.,,负鼠;
25083,动物,动物,动物,1,n.,piglet,,en ['pɪɡlət] us ['pɪɡlət],小猪,,,(noun) A young pig,,n. 小猪（尤指乳猪）
8507,动物,动物,动物,1,n.,pony,,en ['pəʊnɪ] us ['poni],矮种马；小型马,,,"(noun) A small horse; specifically, any of several small breeds of horse under 14.2 hands at the withers. | (verb) To lead (a horse) from another horse.",,"n. 矮种马；小型马
adj. 小型的；每日摘要的
vt. 付清
vi. 付清"
23189,动物,动物,动物,1,n.,pooch,,en [puːtʃ] us [putʃ],杂种狗,,,(noun) A dog.,,n. 杂种狗
20857,动物,动物,动物,1,n.,porcupine,,en ['pɔːkjʊpaɪn] us ['pɔrkjə'paɪn],箭猪，豪猪,,,"(noun) Any of several rodents of either of the taxonomic families Hystricidae (Old World porcupines) or Erethizontidae (New World porcupines), both from the infraorder Hystricognathi, noted for their sharp spines or quills, which are raised when the animal is attacked or surprised.",,"n. [脊椎] 箭猪，豪猪
n. (Porcupine)人名；(英)波库派恩"
20771,动物,动物,动物,1,n.,possum,,en ['pɒsəm] us ['pɑsəm],负鼠,,play possum装死，扮不知，若无其事,"(noun) An opossum, a marsupial of the family Didelphidae of the Americas.",,"n. 负鼠（等于opossum）
vi. 装傻"
20085,动物,动物,动物,1,n.,python,,en ['paɪθɑn] us [ˈpaɪθən],蟒蛇,,,(noun) A type of large constricting snake.,,"n. 巨蟒；大蟒
n. （法）皮东（人名）"
24359,动物,动物,动物,1,n.,rhinoceros,,en [raɪ'nɒs(ə)rəs] us [raɪ'nɑsərəs],犀牛,,,"(noun) Any of several large herbivorous pachyderms native to Africa and Asia of the five extant species in the three extant genera in the family Rhinocerotidae, with thick, gray skin and one or two horns on their snouts.",,n. [脊椎] 犀牛
23995,动物,动物,动物,1,n.,sable,,en ['seɪb(ə)l] us ['sebl],黑貂；貂皮，貂毛,,,"(noun) A small carnivorous mammal of the Old World that resembles a weasel, Martes zibellina, from cold regions in Eurasia and the North Pacific islands, valued for its dark brown fur (Wikipedia). | (adjective) Of the black colour sable.",,"n. 黑貂；貂皮，貂毛；（诗、文）黑色；丧服；貂羚
adj. 黑色的，深色的；阴暗的；黑貂皮的
n. (Sable) （美）塞布尔（人名）"
20728,动物,动物,动物,1,n.,spaniel,,en ['spænj(ə)l] us ['spænjəl],西班牙猎犬,,,"(noun) Any of various small to medium-sized breeds of gun dog having a broad muzzle, long, wavy fur and long ears that hang at the side of the head, bred for flushing and retrieving game. | (verb) To follow loyally or obsequiously, like a spaniel.",,"n. 西班牙猎犬；恭顺的人
vi. 嬉戏
vt. 向…摇尾乞怜"
19214,动物,动物,动物,1,n.,stag,,en [stæg] us [stæɡ],（成年的）牡鹿，雄鹿,,a stag party男人聚会,"(noun) An adult male deer. | (verb) To act as a ""stag"", an irregular dealer in stocks.",,"n. 牡鹿；不带女伴的舞客；阉割过的雄鹿
adj. 全是男人的
vi. 不带女伴参加晚会
n. (Stag)人名；(英)斯塔格；(瑞典)斯塔格"
15498,动物,动物,动物,1,n.,stallion,,en ['stæljən] us ['stæljən],种马；成年公马,,,(noun) An adult male horse.,,n. 种马；成年公马
29484,动物,动物,动物,1,n.,tabby,,en ['tæbɪ] us ['tæbi],平纹；虎斑猫；老处女；长舌妇,,,"(noun) A kind of waved silk, usually called watered silk, manufactured like taffeta, but thicker and stronger. The watering is given to it by calendering. | (verb) To give a wavy or watered appearance to (a textile).",,"n. 平纹；斑猫；长舌妇
adj. 起波纹的；有斑纹的
vt. 使起波纹"
21680,动物,动物,动物,1,n.,tadpole,,en ['tædpəʊl] us ['tæd'pol],蝌蚪,,,"(noun) A young toad or frog in its larval stage of development that lives in water, has a tail and no legs, and, like a fish, breathes through gills.",,n. 蝌蚪
17083,动物,动物,动物,1,n.,talon,,en ['tælən] us ['tælən],爪,,,"(noun) A sharp, hooked claw of a bird of prey or other predatory animal.",,"n. 爪；[建] 爪饰；如爪的手
n. (Talon)人名；(英、法、西、俄、意)塔隆"
16163,动物,动物,动物,1,n.,terrier,,en ['terɪə] us ['tɛrɪɚ],一种活泼的小狗,,,"(noun) A dog from a group of small, lively breeds, originally bred for the hunting of burrowing prey such as rats, rabbits, foxes, and even otters; this original function is reflected in some of their names (e.g. rat terrier).",,"n. 一种活泼的小狗；地籍册；国防自卫队
n. (Terrier)人名；(法)泰里耶"
47179,动物,动物,动物,1,n.,trotter,3,en ['trɒtə] us ['trɑtɚ],快跑的马；猪脚,,,"(noun) In harness racing, a horse with a gait in which the front and back legs on opposite sides take a step together alternating with the other set of opposite legs; as opposed to a pacer.",,"n. 猪脚；小跑步的马；快步走的人；当跑腿的人
n. (Trotter)人名；(英、罗、瑞典、法)特罗特"
29373,动物,动物,动物,1,n.,udder,,en ['ʌdə] us ['ʌdɚ],（牛、羊等的）乳房,,,"(noun) An organ formed of the mammary glands of female quadruped mammals, particularly ruminants such as cattle, goats, sheep and deer.",,n. （牛、羊等的）乳房
16081,动物,动物,动物,1,n.,urchin,,en ['ɜːtʃɪn] us [ˈɜːtʃɪn],海胆；淘气鬼；刺猬,,,(noun) A mischievous child.,,n. 顽童，淘气鬼；海胆；刺猬
13004,动物,动物,动物,1,n.,veal,,en [viːl] us [vil],小牛（等于vealer）；小牛肉,,,(noun) The flesh of a calf (i.e. a young bovine) used for food.,,"n. 小牛（等于vealer）；小牛肉
n. (Veal)人名；(英)维尔"
11852,动物,动物,动物,1,n.,veterinarian,,"en [,vet(ə)rɪ'neərɪən] us ['vɛtərə'nɛrɪən]",兽医,vet,,(noun) A medical doctor who treats animals. | (adjective) Veterinary,,n. [兽医] 兽医
24647,动物,动物,动物,1,n.,viper,,en ['vaɪpə] us ['vaɪpɚ],毒蛇；毒如蛇蝎的人，阴险的人,,,(noun) A venomous snake in the family Viperidae.,,"n. 毒蛇；毒如蛇蝎的人，阴险的人
n. (Viper)人名；(瑞典)维佩尔"
50765,动物,动物,动物,1,n.,whelp,,en [welp] us [wɛlp],幼兽；小狗,,,"(noun) A young offspring of a canid (ursid, felid, pinniped), especially of a dog or a wolf, the young of a bear or similar mammal (lion, tiger, seal); a pup, wolf cub.",,"n. 小狗；幼兽
vi. 下崽
vt. 下崽"
25490,动物,动物,动物,昆虫,n.,carapace,,en ['kærəpeɪs] us ['kærəpes],壳；甲壳,,,"(noun) A hard protective covering of bone or chitin, especially one which covers the dorsal portion of an animal.",,n. 壳；甲壳
18073,动物,动物,动物,昆虫,n.,cicada,,en [sɪ'kɑːdə] us [sɪ'kedɚ],蝉,,,"(noun) Any of several insects in the superfamily Cicadoidea, with small eyes wide apart on the head and transparent well-veined wings.",,n. 蝉
14773,动物,动物,动物,昆虫,n.,cocoon,,en [kə'kuːn] us [kə'kʊn],茧；卵囊,,,"(noun) The silky protective case spun by the larvae of some insects in which they metamorphose, the pupa. | (verb) To envelop in a protective case",,"n. 茧；卵囊
vt. 把……紧紧包住"
15799,动物,动物,动物,昆虫,n.,entomologist,,"en [,ɛntə'mɑlədʒɪst] us [ ,entə'mɔlədʒist ]",昆虫学者,,,(noun) A scientist who studies insects.,,n. 昆虫学者
24687,动物,动物,动物,昆虫,n.,entomology,,"en [,entə'mɒlədʒɪ] us [,ɛntə'mɑlədʒi]",昆虫学,,,"(noun) The scientific study of insects, and (informally) of other arthropods (and occasionally other invertebrates).",,n. 昆虫学
25391,动物,动物,动物,昆虫,n.,hornet,,en ['hɔːnɪt] us ['hɔrnɪt],大黄蜂,,,"(noun) A large wasp, of the genus Vespa, having a brown-and-yellow-striped body and the ability to inflict a serious sting.",,"n. [昆] 大黄蜂
n. (Hornet)人名；(罗)霍尔内特"
15856,动物,动物,动物,昆虫,n.,locust,,en ['ləʊkəst] us ['lokəst],蝗虫,,,"(noun) Any of the grasshoppers, often polyphenic and usually swarming, in the family Acrididae that are very destructive to crops and other vegetation, (especially) the migratory locust (Locusta migratoria). | (verb) To come in a swarm.",,n. [植保] 蝗虫，[昆] 蚱蜢
18303,动物,动物,动物,昆虫,n.,maggot,,en ['mægət] us ['mægət],蛆,,,"(noun) A soft, legless larva of a fly or other dipterous insect, that often eats decomposing organic matter.",,n. [无脊椎] 蛆；空想，狂想
29717,动物,动物,动物,昆虫,n.,midge,,en [mɪdʒ] us [mɪdʒ],蚊，蠓等小虫,,,"(noun) Any of various small two-winged flies, for example, from the family Chironomidae or non-biting midges, the family Chaoboridae or phantom midges, and the family Ceratopogonidae or biting midges, all belonging to the order Diptera",,n. 蚊，蠓等小虫
17162,动物,动物,动物,类别,n.,amphibian,,en [æm'fɪbɪən] us [æm'fɪbɪən],两栖动物；双重性格的人,,,"(noun) An animal of the Amphibia; any four-legged vertebrate that does not have amniotic eggs, living both on land and in water. | (adjective) Of or relating to the class Amphibia.",,"n. [脊椎] 两栖动物；水陆两用飞机；具有双重性格的人
adj. 两栖类的；[车辆] 水陆两用的；具有双重性格的"
18744,动物,动物,动物,类别,a.,amphibious,,en [æm'fɪbɪəs] us [æm'fɪbɪəs],两栖的；水陆两用的,,,(adjective) Capable of functioning on land or in water.,,adj. [生物] 两栖的，水陆两用的；具有双重性的
21637,动物,动物,动物,类别,a.,androgynous,,en [æn'drɒdʒɪnəs] us [æn'drɑdʒənəs],两性并存的；雌雄同体的,,,(adjective) Possessing the sex organs of both sexes.,,adj. [动][植] 雌雄同体的；[动][植] 雌雄同花的
33253,动物,动物,动物,类别,a.,arboreal,3,en [ɑː'bɔːrɪəl] us [ɑr'bɔrɪəl],栖木的,,,"(noun) Any tree-dwelling creature. | (adjective) Of, relating to, or resembling a tree.",,adj. 树木的；栖息在树上的
15150,动物,动物,动物,类别,a.,avian,,en ['eɪvɪən] us ['evɪən],鸟的,,,"(noun) A bird. | (adjective) Characteristic of or pertaining to birds, or to bird-like or flying creatures.",,"adj. 鸟的；鸟类的
n. 鸟
n. (Avian)人名；(意、英)阿维安"
20521,动物,动物,动物,类别,a.,bovine,,en ['bəʊvaɪn] us ['bovaɪn],牛的；迟钝的,,"Her bovine face gave no response.她的无感情的脸上没有丝毫反应。He was a gentle,rather bovine man.他是一位文雅而反应迟钝的人","(noun) An animal of the family, subfamily, tribe, or genera including cattle, buffaloes and bison. | (adjective) Of or pertaining to cattle.",,"adj. 牛的；似牛的；迟钝的
n. 牛科动物"
16391,动物,动物,动物,类别,a.,canine,,en ['keɪnaɪn; 'kæ-] us ['kenaɪn],犬的,,,"(noun) Any member of Caninae, the only living subfamily of Canidae. | (adjective) Of, or pertaining to, a dog or dogs.",,"adj. 犬的；犬齿的；犬科的；似犬的
n. 犬；[解剖] 犬齿
n. (Canine)人名；(英)卡奈因"
18508,动物,动物,动物,类别,n.,cannibal,,en ['kænɪb(ə)l] us ['kænəbl],食人者；吃同类的动物,,,"(noun) An organism which eats others of its own species or kind, especially a human who eats human flesh.",,"n. 食人者；吃同类的动物
adj. 食同类的；吃人肉的；凶残的"
21659,动物,动物,动物,类别,a.,carnivorous,,en [kɑː'nɪv(ə)rəs] us [kɑrˈnɪvərəs],食肉的,,,"(adjective) Of, or relating to carnivores, or the taxonomic order Carnivora.",,adj. 食肉的；肉食性的
21292,动物,动物,动物,类别,n.,crustacean,,en [krʌ'steɪʃn] us [krʌ'steʃən],甲壳纲动物,,,"(noun) Any arthropod of the subphylum Crustacea, including lobsters, crabs, shrimp, barnacles and woodlice.",,n. 甲壳纲动物
30930,动物,动物,动物,类别,a.,diurnal,,en [daɪ'ɜːn(ə)l] us [daɪ'ɝnl],白天的；日间的；（动物）日间活动的；每日的,nocturnal,,"(noun) A flower that opens only in the day. | (adjective) Happening or occurring during daylight, or primarily active during that time.",,"adj. 白天的；每日的，一日间的
n. 日记账；日报，日刊"
25082,动物,动物,动物,类别,a.,equine,,en ['iːkwaɪn; 'e-] us ['ikwaɪn],马的,,,"(noun) Any horse or horse-like animal, especially one of the genus Equus. | (adjective) Of or relating to a horse or horses.",,"adj. 马的；象马的
n. 马"
20587,动物,动物,动物,类别,a.,feline,,en ['fiːlaɪn] us ['filaɪn],猫的；似猫的,,,(adjective) Of or pertaining to cats.,,"adj. 猫科的；猫一样的；狡猾的
n. 猫科动物
n. (Feline)人名；(法)弗利纳"
11101,动物,动物,动物,类别,n.,genus,,en ['dʒiːnəs; 'dʒenəs] us ['dʒinəs],类，种,,,"(noun) A rank in the classification of organisms, below family and above species; a taxon at that rank.",,n. 类，种；[生物] 属
35348,动物,动物,动物,类别,a.,herbivorous,,en [hɜː'bɪvərəs] us ['hɝbɪvərəs],食草的,,,(adjective) Feeding chiefly on plants.,,adj. [动] 食草的
26306,动物,动物,动物,类别,n.,mongrel,,en ['mʌŋgr(ə)l] us ['mʌŋɡrəl],杂种；混血儿,,,"(noun) Someone or something of mixed kind or uncertain origin, especially a dog.",,"n. 杂种；混血儿；杂种动物
adj. 杂种的；混血儿的"
13755,动物,动物,动物,类别,a.,nocturnal,,en [nɒk'tɜːn(ə)l] us [nɑk'tɝnl],夜间的,nightly,nocturnal habits熬夜的习惯；a nocturnal sight夜景,"(noun) A person or creature that is active at night. | (adjective) (of a person, creature, group, or species) Primarily active during the night.",,adj. 夜的；夜曲的；夜间发生的
34510,动物,动物,动物,类别,a.,omnivorous,,en [ɒm'nɪv(ə)rəs] us [ɑm'nɪvərəs],杂食的,,,(adjective) Having a diet which is neither exclusively carnivorous nor exclusively herbivorous.,,adj. 杂食的；什么都读的；无所不吃的
16809,动物,动物,动物,类别,a.,parasitic,,en [ˌpærəˈsɪtɪk] us [ˌpærəˈsɪtɪk],寄生的,parastitical,,(noun) A component of a circuit that does not show up in a circuit's schematic but does show up in the circuit's behavior. | (adjective) Of or pertaining to a biological or symbolic parasite.,,adj. 寄生的（等于parasitical）
